country,year,iso_code_energy,population_energy,gdp_energy,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita_energy,energy_per_gdp_energy,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption_energy,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,iso_code_co2,population_co2,gdp_co2,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita_co2,energy_per_gdp_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,energy_per_capita_calc,co2_per_capita_calc,energy_intensity,co2_intensity,primary_energy_consumption_energy_lag1,primary_energy_consumption_energy_lag2,primary_energy_consumption_energy_lag3,co2_lag1,co2_lag2,co2_lag3,energy_intensity_lag1,energy_intensity_lag2,energy_intensity_lag3,co2_intensity_lag1,co2_intensity_lag2,co2_intensity_lag3
Brazil,2004,BRA,182675086.0,2038447996928.0,11.321,8.232,443.146,80.952,68.537,12.52,3.231,3.308,101.783,4.844,7.238,857.571,156.657,56.767,10.37,15.965,4.342,172.646,31.538,2.676,6.402,424.87,2325.823,387.49,20.926,4.905,117.039,13703.963,1.228,5.469,73.937,232.654,42.5,7804.909,1425.762,10.968,58.27,18.927,30.752,193.225,105.433,19.26,1057.751,9.983,10.317,622.185,113.658,4.97,7.897,39.44,4.967,36.627,869.368,1756.123,320.8,4759.096,82.789,35.53,5.51,41.726,1021.061,1888.544,344.99,5589.493,89.032,41.73,37.38,8.798,-13.078,-4.932,31.466,63.555,11.61,172.252,2.996,1.286,3.457,35.947,1075.881,70.453,12.87,5889.586,-0.749,-7.104,5150.756,940.915,3.321,43.971,39.11,12.515,8.82,4.821,1.799,68.51,7.895,214.094,3.23,0.233,1.598,2121.198,2503.373,6.146,46.658,989.595,1824.989,333.38,5417.241,86.036,40.444,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.165,0.328,0.06,0.905,0.015,0.007,BRA,182675143.0,2038447996928.0,13.273,0.073,361.434,16.789,4.871,2560.971,-588.911,-18.696,14.019,1.256,1.02,1.979,0.177,0.144,53.833,0.295,336.392,1.841,0.165,434.216,8923.615,105928.805,1526.888,181.298,294.23,97239.344,6420.726,66.257,13593.7,1.232,10.84,0.059,38.215,0.209,3.071,16.664,2199.537,12.041,533.211,2.919,146.153,0.8,239.768,1.313,0.03,5.505,2511.056,1.471,1.262,7.524,0.495,1.995,0.772,5.627,0.27,1.435,0.207,13.291,1.574,1.343,3.164,0.723,40.702,2.18,2.377,4.97,0.018,0.041,0.061,0.002,3044.124,560.981,-25.042,-6.929,1.3703965082572816e-05,1.978561472920254e-06,1.2280779317268115e-09,1.7730842314579106e-10,2386.334,2351.535,2304.051,344.645,347.765,346.166,1.2527130330242198e-09,1.2630829309194373e-09,1.2904139318874798e-09,1.8092240368139257e-10,1.867954487052917e-10,1.9387480101167956e-10
Brazil,2005,BRA,184688047.0,2129214439424.0,5.234,4.237,461.259,85.189,73.854,13.64,3.384,3.396,98.891,-3.557,-5.572,818.053,151.085,57.827,10.68,4.861,1.533,179.065,33.071,2.65,6.023,442.11,2393.82,403.07,21.293,2.624,65.69,13910.281,1.207,1.468,20.937,227.573,42.03,7833.203,1446.699,10.427,57.674,4.164,8.046,201.271,101.847,18.81,1089.79,-1.094,-1.243,608.672,112.414,4.667,8.024,39.86,5.193,37.774,907.142,1827.189,337.46,4911.752,83.722,36.164,4.766,40.646,1061.707,1954.864,361.04,5748.652,89.573,42.326,39.04,8.83,-15.124,-4.974,26.492,53.333,9.85,143.442,2.444,1.056,1.716,18.463,1094.343,67.898,12.54,5925.36,9.984,93.939,5603.253,1034.854,3.111,43.627,42.635,13.643,8.82,9.013,3.525,73.871,7.895,230.847,3.385,0.233,1.7,2182.437,2569.063,5.324,45.62,1035.215,1901.531,351.19,5605.21,87.129,41.27,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.295,0.084,0.25,0.487,0.09,1.352,0.022,0.01,BRA,184688101.0,2129214439424.0,14.349,0.078,364.371,2.937,0.813,2279.558,-281.413,-10.989,12.343,1.071,0.885,1.973,0.171,0.141,50.948,0.276,349.916,1.895,0.164,448.565,9287.986,108208.359,1577.836,195.175,333.85,99154.523,6660.947,71.613,13792.465,1.21,13.877,0.075,39.619,0.215,3.045,15.41,1915.187,10.37,536.834,2.907,146.123,0.791,240.221,1.301,0.029,5.356,2576.396,1.482,1.23,6.606,0.441,1.973,0.784,5.645,0.273,1.503,0.226,13.463,1.589,1.384,3.989,0.733,39.158,2.163,2.211,5.006,0.019,0.042,0.063,0.002,2845.96,562.385,-14.455,-3.967,1.3910282997361416e-05,1.972899163655367e-06,1.2065778591540029e-09,1.7112931100475275e-10,2503.373,2386.334,2351.535,361.434,344.645,347.765,1.2280779317268115e-09,1.2527130330242198e-09,1.2630829309194373e-09,1.7730842314579106e-10,1.8092240368139257e-10,1.867954487052917e-10
Brazil,2006,BRA,186653053.0,2240805339136.0,-3.884,-3.309,438.678,81.881,79.559,14.85,3.54,3.174,95.959,-1.397,-2.111,798.133,148.974,56.093,10.47,-0.089,-0.029,177.022,33.042,2.496,5.774,460.61,2467.733,419.45,21.609,2.823,72.52,14152.367,1.179,2.412,34.891,223.998,41.81,7937.667,1481.59,9.968,57.428,5.18,10.427,211.698,97.829,18.26,1134.178,2.109,2.37,614.963,114.785,4.353,8.206,40.25,3.363,25.493,932.635,1868.708,348.8,4996.623,83.157,36.15,2.977,36.61,1098.318,2023.219,377.64,5884.273,90.032,42.572,41.16,8.936,39.565,10.284,36.776,73.666,13.75,197.027,3.278,1.425,2.428,26.575,1120.918,70.077,13.08,6005.355,5.68,58.779,5859.175,1093.633,3.118,43.448,46.393,14.846,8.82,8.815,3.758,79.536,7.895,248.55,3.539,0.233,1.798,2247.218,2641.583,2.151,26.326,1061.542,1949.553,363.89,5687.246,86.754,41.147,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.113,0.384,0.634,1.286,0.24,3.395,0.057,0.025,BRA,186653099.0,2240805339136.0,15.44,0.083,368.871,4.5,1.235,2091.557,-188.001,-8.247,11.206,0.933,0.79,1.976,0.165,0.139,50.838,0.272,359.236,1.925,0.16,464.005,9656.857,110299.922,1628.674,208.057,375.902,100877.211,6903.196,77.023,14020.683,1.181,12.882,0.069,42.053,0.225,3.051,14.527,1722.686,9.229,533.372,2.858,143.157,0.767,242.249,1.298,0.029,5.41,2647.395,1.462,1.204,5.816,0.417,1.95,0.794,5.648,0.276,1.561,0.246,13.598,1.604,1.419,3.707,0.757,32.308,2.159,2.139,5.032,0.019,0.043,0.064,0.002,2711.471,569.505,-9.635,-2.612,1.4152369637371995e-05,1.9762382836193787e-06,1.1788542957589214e-09,1.6461537000006778e-10,2569.063,2503.373,2386.334,364.371,361.434,344.645,1.2065778591540029e-09,1.2280779317268115e-09,1.2527130330242198e-09,1.7112931100475275e-10,1.7730842314579106e-10,1.8092240368139257e-10
Brazil,2007,BRA,188552256.0,2405626806272.0,31.998,26.2,573.212,108.08,95.782,18.06,4.057,3.936,90.913,5.973,8.898,837.284,157.872,53.46,10.08,2.943,0.972,180.396,34.014,2.264,5.75,483.98,2566.822,445.15,21.557,6.396,168.961,14905.913,1.168,4.742,70.254,212.461,40.06,8230.313,1551.844,8.999,56.519,2.985,6.319,218.016,82.205,15.5,1156.265,0.691,0.793,612.972,115.577,3.482,7.94,40.47,7.227,62.086,994.721,1983.641,374.02,5275.573,84.021,36.228,11.675,95.54,1193.858,2148.423,405.09,6331.708,91.001,43.481,38.83,8.023,-10.21,-3.931,32.845,65.499,12.35,174.196,2.774,1.196,4.91,55.038,1175.956,76.796,14.48,6236.765,1.416,15.482,5882.266,1109.115,3.253,42.829,56.448,18.063,8.82,21.675,10.056,95.801,7.895,299.377,4.058,0.233,2.056,2360.884,2810.543,12.35,99.471,1161.013,2082.924,392.74,6157.511,88.226,42.285,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.655,1.129,1.763,3.5,0.66,9.349,0.148,0.064,BRA,188552310.0,2405626806272.0,17.2,0.091,390.573,21.702,5.883,1906.509,-185.048,-8.847,10.111,0.793,0.677,2.071,0.162,0.139,54.989,0.292,392.872,2.084,0.163,481.205,10047.431,112206.43,1683.663,221.526,419.148,102393.148,7159.199,82.689,14770.351,1.171,13.469,0.071,43.246,0.229,3.149,13.864,1515.936,8.04,532.185,2.822,156.032,0.828,256.003,1.358,0.03,5.666,2817.879,1.517,1.239,5.277,0.43,1.93,0.806,5.641,0.279,1.62,0.264,13.718,1.621,1.454,3.924,0.751,32.994,2.275,2.182,5.051,0.019,0.043,0.065,0.002,2614.047,593.747,2.299,0.589,1.4905910221514321e-05,2.071430469348256e-06,1.1683204529781154e-09,1.6235810100789115e-10,2641.583,2569.063,2503.373,368.871,364.371,361.434,1.1788542957589214e-09,1.2065778591540029e-09,1.2280779317268115e-09,1.6461537000006778e-10,1.7112931100475275e-10,1.7730842314579106e-10
Brazil,2008,BRA,190367242.0,2559842713600.0,37.02,40.012,777.93,148.092,103.957,19.79,4.273,5.159,113.628,1.432,2.261,841.176,160.132,62.826,11.96,11.324,3.852,198.91,37.866,2.582,5.578,505.39,2654.816,463.18,21.071,4.476,125.81,15424.68,1.147,6.044,93.79,308.246,58.68,8644.521,1645.634,12.669,57.327,17.702,38.592,256.609,151.181,28.78,1347.968,24.385,28.183,755.176,143.761,6.214,8.939,52.63,-1.192,-19.638,975.083,1941.3,369.56,5122.115,79.788,33.968,7.681,31.127,1224.985,2124.84,404.5,6434.852,87.331,42.673,42.21,8.352,13.108,4.011,36.856,73.384,13.97,193.607,3.016,1.284,4.502,52.937,1228.893,94.239,17.94,6455.378,3.935,43.641,6055.431,1152.756,3.873,42.809,61.832,19.786,8.82,9.538,5.384,103.937,7.895,324.804,4.272,0.233,2.154,2433.087,2936.354,7.547,27.116,1188.129,2051.456,390.53,6241.245,84.315,41.389,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.49,1.359,3.121,6.199,1.18,16.397,0.255,0.109,BRA,190367297.0,2559842713600.0,18.884,0.099,412.638,22.065,5.649,1759.048,-147.461,-7.735,9.24,0.687,0.598,2.168,0.161,0.14,55.315,0.291,443.162,2.328,0.173,500.089,10460.067,113965.477,1738.979,235.733,470.451,103739.562,7426.438,88.379,15255.087,1.148,14.207,0.075,51.303,0.269,3.235,13.422,1346.411,7.073,530.54,2.787,149.057,0.783,267.239,1.404,0.03,5.69,2939.233,1.644,1.287,4.76,0.419,1.918,0.818,5.625,0.282,1.683,0.286,13.808,1.64,1.486,4.244,0.866,27.589,2.386,2.189,5.064,0.02,0.044,0.067,0.002,2555.072,615.887,30.524,7.397,1.5424681101383945e-05,2.167588690404097e-06,1.1470837580760961e-09,1.6119662267049686e-10,2810.543,2641.583,2569.063,390.573,368.871,364.371,1.1683204529781154e-09,1.1788542957589214e-09,1.2065778591540029e-09,1.6235810100789115e-10,1.6461537000006778e-10,1.7112931100475275e-10
Brazil,2009,BRA,192079912.0,2589568270336.0,8.561,12.679,837.001,160.771,119.117,22.88,4.908,5.627,87.372,-19.312,-30.925,672.674,129.207,51.905,9.97,-6.505,-2.463,184.313,35.403,2.139,4.522,506.15,2635.101,466.17,21.678,-0.369,-10.834,15230.744,1.13,-5.105,-84.007,198.355,38.1,8130.088,1561.627,8.173,54.653,-19.455,-49.923,206.686,69.398,13.33,1076.042,-14.602,-20.991,639.158,122.769,2.859,7.233,40.73,5.799,51.133,1026.215,2035.559,390.99,5342.648,83.873,35.915,6.559,70.746,1295.731,2228.604,428.07,6745.791,91.827,45.347,39.98,7.899,-7.242,-2.849,34.008,67.472,12.96,177.051,2.78,1.19,-0.257,-3.159,1225.733,77.051,14.8,6381.372,6.928,79.86,6417.203,1232.616,3.175,42.897,71.487,22.876,8.82,15.615,9.655,119.096,7.895,372.174,4.907,0.233,2.502,2426.959,2925.52,6.917,73.594,1261.723,2161.132,415.11,6568.74,89.047,44.157,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.649,0.128,3.249,6.456,1.24,16.917,0.266,0.114,BRA,192079956.0,2589568270336.0,19.031,0.099,389.775,-22.863,-5.541,1519.997,-239.051,-13.59,7.913,0.587,0.521,2.029,0.151,0.134,43.586,0.227,413.778,2.154,0.16,519.12,10849.843,115485.477,1782.565,254.167,511.409,104869.789,7689.143,93.439,15004.24,1.127,18.434,0.096,40.959,0.213,3.057,12.362,1130.222,5.884,529.17,2.755,144.564,0.753,262.705,1.368,0.026,5.06,2918.588,1.61,1.236,4.129,0.334,1.904,0.828,5.598,0.283,1.773,0.3,13.861,1.658,1.509,5.579,0.708,21.43,2.398,2.073,5.071,0.02,0.045,0.068,0.002,2374.529,587.231,24.003,6.158,1.5230744170686544e-05,2.029233076250798e-06,1.129732717809525e-09,1.5051736788133651e-10,2936.354,2810.543,2641.583,412.638,390.573,368.871,1.1470837580760961e-09,1.1683204529781154e-09,1.1788542957589214e-09,1.6119662267049686e-10,1.6235810100789115e-10,1.6461537000006778e-10
Brazil,2010,BRA,193701879.0,2820492492800.0,5.018,8.067,871.638,168.838,164.893,31.94,6.192,5.418,114.153,30.177,38.99,868.332,168.198,58.285,11.29,-10.217,-3.617,164.096,31.786,2.189,5.397,550.45,2841.738,515.8,21.721,8.997,263.215,16462.074,1.131,12.309,192.218,329.733,63.87,9054.352,1753.845,12.383,56.281,33.423,69.082,275.768,188.331,36.48,1423.671,22.348,27.436,775.447,150.206,7.073,8.849,58.88,3.146,24.019,1050.234,2082.014,403.29,5421.909,78.187,33.702,5.424,66.65,1362.381,2333.121,451.93,7033.389,87.617,43.719,34.65,6.295,12.087,3.813,37.821,74.961,14.52,195.252,2.815,1.214,6.865,84.146,1309.879,83.117,16.1,6762.347,5.335,65.758,6702.949,1298.374,3.121,42.034,99.82,31.942,8.82,39.633,28.333,164.905,7.895,515.328,6.193,0.233,3.203,2662.855,3188.735,5.274,62.837,1324.56,2258.161,437.41,6838.136,84.802,42.505,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.812,2.419,5.668,11.254,2.18,29.262,0.423,0.182,BRA,193701931.0,2820492492800.0,21.288,0.11,440.269,50.494,12.955,1443.259,-76.739,-5.049,7.451,0.512,0.453,2.273,0.156,0.138,56.688,0.293,484.791,2.503,0.172,540.408,11290.112,116928.734,1839.253,269.381,566.458,105872.773,7975.223,99.389,16220.931,1.129,15.214,0.079,55.049,0.284,3.345,12.153,1002.99,5.178,552.001,2.85,162.681,0.84,286.08,1.477,0.031,5.95,3185.037,1.685,1.32,3.716,0.406,1.895,0.84,5.563,0.286,1.835,0.321,13.893,1.679,1.544,4.458,0.884,18.276,2.526,2.417,5.076,0.02,0.046,0.069,0.003,2354.155,647.911,44.522,10.112,1.6462075724107888e-05,2.272920036094001e-06,1.1305596480543839e-09,1.5609649773005771e-10,2925.52,2936.354,2810.543,389.775,412.638,390.573,1.129732717809525e-09,1.1470837580760961e-09,1.1683204529781154e-09,1.5051736788133651e-10,1.6119662267049686e-10,1.6235810100789115e-10
Brazil,2011,BRA,195284687.0,2968454955008.0,-8.344,-14.088,792.432,154.75,167.089,32.63,6.136,4.775,99.763,6.823,11.475,920.057,179.673,64.521,12.6,0.081,0.026,162.898,31.811,2.369,5.544,567.65,2906.782,531.76,21.608,4.001,127.589,16981.994,1.117,4.164,73.032,268.531,52.44,9354.943,1826.877,9.862,56.37,-0.339,-0.934,274.834,128.53,25.1,1407.352,14.689,22.064,882.146,172.27,4.72,8.48,53.05,6.21,59.437,1109.671,2193.362,428.33,5682.324,80.549,34.24,2.143,51.581,1413.962,2454.468,479.32,7240.516,90.138,43.63,35.89,6.323,7.824,2.748,40.568,80.191,15.66,207.739,2.945,1.252,4.771,62.49,1372.37,75.48,14.74,7027.535,2.138,27.762,6790.78,1326.135,2.772,42.346,101.966,32.629,8.82,2.15,2.146,167.084,7.895,522.139,6.136,0.233,3.146,2722.999,3316.323,2.007,48.834,1373.394,2374.277,463.66,7032.776,87.193,42.378,196.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.268,1.339,7.007,13.826,2.7,35.882,0.508,0.216,BRA,195284736.0,2968454955008.0,22.845,0.117,462.58,22.311,5.068,1462.667,19.409,1.345,7.49,0.493,0.444,2.369,0.156,0.14,62.292,0.319,519.31,2.659,0.175,563.253,11752.692,118391.398,1901.545,283.501,619.559,106872.867,8279.108,105.726,16629.84,1.11,14.12,0.072,53.101,0.272,3.423,11.938,1000.087,5.121,550.328,2.818,160.297,0.821,303.885,1.556,0.032,6.337,3295.79,1.681,1.341,3.677,0.423,1.885,0.852,5.528,0.289,1.885,0.338,13.927,1.702,1.575,3.93,0.828,18.947,2.675,2.304,5.074,0.021,0.047,0.07,0.003,2331.277,668.521,56.73,12.264,1.6981992039140185e-05,2.36874632126905e-06,1.1171882512163848e-09,1.5583190818496126e-10,3188.735,2925.52,2936.354,440.269,389.775,412.638,1.1305596480543839e-09,1.129732717809525e-09,1.1470837580760961e-09,1.5609649773005771e-10,1.5051736788133651e-10,1.6119662267049686e-10
Brazil,2012,BRA,196876061.0,3025484382208.0,-4.529,-7.009,750.427,147.741,181.688,35.77,6.474,4.429,128.344,-1.043,-1.873,903.105,177.8,73.498,14.47,6.716,2.136,172.433,33.948,2.619,5.33,592.76,3010.828,552.5,21.486,2.775,92.011,17312.084,1.127,6.823,124.653,407.871,80.3,9912.481,1951.53,14.534,58.501,18.532,50.931,325.765,237.51,46.76,1654.672,15.127,26.059,1007.377,198.328,8.463,9.766,70.91,-3.033,-39.201,1070.469,2109.652,415.34,5437.276,75.175,32.09,-2.23,-29.628,1384.334,2398.463,472.2,7031.5,85.466,41.499,40.26,6.792,2.42,0.768,41.336,81.473,16.04,209.96,2.903,1.239,5.508,75.595,1447.965,96.863,19.07,7354.704,-1.456,-19.313,6637.794,1306.823,3.452,43.406,111.768,35.766,8.82,9.613,9.802,181.666,7.895,567.706,6.473,0.233,3.35,2806.334,3408.335,-2.347,-30.396,1342.998,2316.991,456.16,6821.54,82.563,40.259,196.796,0.004,0.004,0.0,0.0,0.021,0.0,0.0,86.707,6.008,13.015,25.651,5.05,66.11,0.914,0.39,BRA,196876114.0,3025484382208.0,24.998,0.127,498.309,35.729,7.724,1647.961,185.294,12.668,8.371,0.545,0.486,2.531,0.165,0.147,61.016,0.31,553.615,2.812,0.183,588.251,12251.001,120039.359,1962.562,298.262,682.955,108022.516,8606.843,112.129,16963.494,1.121,14.761,0.075,63.397,0.322,3.594,12.353,1149.652,5.839,552.967,2.809,161.812,0.822,327.734,1.665,0.033,6.403,3392.321,1.792,1.424,4.054,0.409,1.881,0.867,5.501,0.292,1.935,0.36,13.974,1.729,1.604,3.915,0.968,20.341,2.851,2.314,5.073,0.021,0.047,0.071,0.003,2432.073,707.636,55.306,11.099,1.7312084479382094e-05,2.5310790114437013e-06,1.1265419250032933e-09,1.6470387450367e-10,3316.323,3188.735,2925.52,462.58,440.269,389.775,1.1171882512163848e-09,1.1305596480543839e-09,1.129732717809525e-09,1.5583190818496126e-10,1.5609649773005771e-10,1.5051736788133651e-10
Brazil,2013,BRA,198478236.0,3116394610688.0,16.904,24.974,870.195,172.715,206.421,40.97,7.177,5.035,167.843,7.788,13.847,965.581,191.647,110.692,21.97,24.205,8.217,212.442,42.165,3.849,5.586,611.16,3079.229,570.83,21.14,2.717,92.62,17638.986,1.123,6.25,121.962,588.679,116.84,10446.952,2073.493,20.468,60.442,17.823,58.062,383.828,347.645,69.0,1933.853,10.673,21.167,1105.894,219.496,12.088,11.188,95.81,-5.863,-70.49,999.98,1969.939,390.99,5038.233,68.495,29.149,1.092,-27.259,1357.075,2287.354,453.99,6837.399,79.532,39.558,40.33,6.599,-3.671,-1.823,39.513,77.842,15.45,199.081,2.707,1.152,3.457,50.053,1498.018,130.342,25.87,7547.518,-1.97,-25.745,6454.5,1281.078,4.532,43.667,128.037,40.972,8.82,14.556,16.269,206.43,7.895,645.094,7.178,0.233,3.732,2876.033,3500.955,1.219,-25.436,1317.562,2209.512,438.54,6638.318,76.825,38.407,196.796,0.008,0.012,0.0,0.0,0.062,0.0,0.0,30.215,3.803,16.818,33.152,6.58,84.735,1.153,0.49,BRA,198478291.0,3116394610688.0,26.652,0.134,532.418,34.109,6.845,1744.983,97.022,5.887,8.792,0.56,0.502,2.682,0.171,0.153,65.604,0.331,591.249,2.979,0.19,614.903,12783.419,121784.344,2028.166,314.896,757.659,109235.078,8949.181,118.615,17221.439,1.115,16.634,0.084,74.704,0.376,3.76,12.346,1212.565,6.109,553.942,2.791,161.388,0.813,342.338,1.725,0.033,6.486,3473.939,1.832,1.508,4.317,0.437,1.879,0.882,5.479,0.295,1.993,0.386,14.038,1.756,1.628,4.317,1.134,23.701,2.957,2.202,5.073,0.022,0.048,0.072,0.003,2450.492,746.33,58.83,11.05,1.763898687612269e-05,2.6824999213641824e-06,1.1233991318022147e-09,1.7084421792221596e-10,3408.335,3316.323,3188.735,498.309,462.58,440.269,1.1265419250032933e-09,1.1171882512163848e-09,1.1305596480543839e-09,1.6470387450367e-10,1.5583190818496126e-10,1.5609649773005771e-10
Brazil,2014,BRA,200085074.0,3132099919872.0,9.678,16.715,946.746,189.43,235.3,47.08,7.972,5.4,192.939,6.326,12.123,1018.415,203.77,134.443,26.9,-0.802,-0.338,209.046,41.827,4.555,5.808,624.33,3120.323,590.55,21.177,2.133,74.68,17870.574,1.142,3.745,77.643,711.797,142.42,10751.104,2151.135,24.117,61.318,5.921,22.727,406.555,405.178,81.07,2031.909,6.37,13.981,1166.887,233.477,13.728,11.589,113.94,-4.489,-49.753,950.227,1866.406,373.44,4749.113,63.236,27.086,1.73,-0.055,1357.02,2239.697,448.13,6782.215,75.883,38.682,33.78,5.411,-0.461,-0.382,39.131,76.867,15.38,195.572,2.604,1.115,2.857,42.793,1540.811,172.177,34.45,7700.779,11.168,143.07,7117.711,1424.148,5.834,43.921,147.122,47.079,8.82,14.906,19.085,235.296,7.895,735.299,7.972,0.233,4.194,2951.494,3575.635,1.786,0.327,1317.889,2162.83,432.75,6586.644,73.279,37.566,235.485,0.029,0.041,0.1,0.02,0.205,0.003,0.001,85.683,14.251,31.069,61.024,12.21,155.281,2.068,0.886,BRA,200085126.0,3132099919872.0,26.908,0.134,557.901,25.483,4.786,1789.292,44.309,2.539,8.943,0.571,0.502,2.788,0.178,0.157,69.034,0.345,612.419,3.061,0.196,641.811,13341.32,123573.633,2097.2,332.538,838.945,110466.477,9305.934,124.893,17519.043,1.138,17.642,0.088,81.286,0.406,3.882,12.372,1231.391,6.154,561.272,2.805,168.098,0.84,356.753,1.783,0.031,6.278,3564.418,1.791,1.574,4.381,0.46,1.875,0.899,5.46,0.299,2.054,0.414,14.099,1.786,1.646,4.562,1.226,22.82,3.074,2.056,5.072,0.022,0.049,0.074,0.003,2475.536,776.718,54.518,9.772,1.7870573394195223e-05,2.788318208121063e-06,1.1416094925049922e-09,1.7812362768516012e-10,3500.955,3408.335,3316.323,532.418,498.309,462.58,1.1233991318022147e-09,1.1265419250032933e-09,1.1171882512163848e-09,1.7084421792221596e-10,1.6470387450367e-10,1.5583190818496126e-10
